index, name, uuid, power.draw [W], power.limit [W], enforced.power.limit [W], power.min_limit [W], power.max_limit [W], memory.total [MiB], memory.reserved [MiB], memory.used [MiB], memory.free [MiB], fan.speed [%], pstate, utilization.gpu [%], utilization.memory [%], temperature.gpu, temperature.memory, fan.speed [%]
0, NVIDIA GeForce RTX 3060, GPU-96dc2e71-3f4f-fd02-6b84-57d186a573ea, 14.06, 170.00, 170.00, 100.00, 170.00, 12288, 238, 537, 11512, 0, P8, 6, 8, 36, N/A, 0
